sys_util,period,processors,task_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
0.6,log-uni-moderate,1,uni-medium,0.30061349693251554,0.28834355828220876,0.2914110429447856,0.2914110429447856
0.9,uni-short,1,bimo-light,0.0,0.0,0.0,0.0
0.6,log-uni-moderate,1,bimo-heavy,0.40848806366047735,0.40848806366047746,0.41379310344827586,0.416445623342175
0.8,uni-long,1,bimo-heavy,0.62707182320442,0.7651933701657455,0.773480662983425,0.773480662983425
0.7000000000000001,log-uni-short,1,bimo-heavy,0.0,0.0,0.0,0.0
0.1,log-uni-short,1,exp-light,0.13333333333333341,0.12777777777777782,0.12777777777777782,0.12777777777777782
1.0,log-uni-long,1,uni-light,0.0,0.0,0.0,0.0
0.7000000000000001,log-uni-long,1,bimo-heavy,0.8933333333333333,0.92,0.92,0.92
0.7000000000000001,log-uni-moderate,1,uni-heavy,0.24916943521594703,0.25913621262458486,0.2624584717607973,0.2624584717607973
0.30000000000000004,uni-short,1,uni-medium,0.2825396825396823,0.26349206349206367,0.26349206349206367,0.26349206349206367
0.7000000000000001,uni-short,1,bimo-medium,0.0,0.0,0.0,0.0
0.1,uni-short,1,uni-heavy,0.5284974093264243,0.5284974093264243,0.5284974093264243,0.5284974093264243
0.6,log-uni-short,1,exp-heavy,0.0,0.0,0.0,0.0
1.0,log-uni-long,1,bimo-heavy,0.0,0.0,0.0,0.0
0.4,log-uni-moderate,1,exp-heavy,0.5012919896640826,0.47803617571059454,0.47803617571059454,0.47803617571059454
0.8,uni-short,1,bimo-heavy,0.0,0.0,0.0,0.0
0.6,uni-moderate,1,exp-medium,0.6016042780748663,0.5935828877005349,0.5935828877005349,0.5935828877005349
0.1,uni-moderate,1,bimo-medium,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259
0.9,log-uni-long,1,bimo-light,0.009999999999999998,0.04999999999999999,0.05999999999999999,0.05999999999999999
0.5,uni-moderate,1,uni-heavy,0.7346278317152104,0.7249190938511325,0.7249190938511325,0.7249190938511325
0.9,log-uni-short,1,exp-heavy,0.0,0.0,0.0,0.0
0.7000000000000001,log-uni-long,1,uni-medium,0.8860759493670886,0.9177215189873418,0.9240506329113924,0.9240506329113924
0.5,log-uni-long,1,bimo-light,1.0,1.0,1.0,1.0
0.4,uni-long,1,exp-heavy,1.0,1.0,1.0,1.0
0.30000000000000004,log-uni-short,1,exp-medium,0.06862745098039216,0.06862745098039216,0.06862745098039216,0.06862745098039216
1.0,uni-short,1,exp-medium,0.0,0.0,0.0,0.0
0.9,uni-short,1,uni-medium,0.0,0.0,0.0,0.0
1.0,uni-short,1,bimo-heavy,0.0,0.0,0.0,0.0
1.0,log-uni-moderate,1,exp-medium,0.0,0.0,0.0,0.0
0.9,log-uni-short,1,exp-medium,0.0,0.0,0.0,0.0
0.2,log-uni-moderate,1,uni-medium,0.6763005780346825,0.6647398843930642,0.6705202312138729,0.6705202312138729
0.4,uni-long,1,exp-light,1.0,1.0,1.0,1.0
0.4,uni-short,1,uni-light,0.009999999999999998,0.0,0.0,0.0
0.1,uni-short,1,bimo-heavy,0.5376623376623374,0.5376623376623374,0.5376623376623374,0.5376623376623374
0.9,log-uni-moderate,1,uni-heavy,0.0,0.0,0.0,0.0
0.4,uni-moderate,1,exp-light,0.7147239263803682,0.6993865030674843,0.6993865030674843,0.6993865030674843
0.30000000000000004,log-uni-long,1,bimo-medium,1.0,1.0,1.0,1.0
0.30000000000000004,log-uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.30000000000000004,uni-short,1,exp-medium,0.24210526315789474,0.22456140350877188,0.22456140350877188,0.22456140350877188
0.9,log-uni-moderate,1,exp-heavy,0.0,0.0,0.0,0.0
0.1,uni-short,1,exp-light,0.39622641509433965,0.380053908355795,0.380053908355795,0.380053908355795
0.1,uni-long,1,uni-heavy,1.0,1.0,1.0,1.0
0.30000000000000004,uni-long,1,bimo-light,1.0,1.0,1.0,1.0
0.5,log-uni-moderate,1,uni-light,0.11038961038961044,0.0974025974025974,0.0974025974025974,0.0974025974025974
1.0,uni-long,1,uni-light,0.0,0.0,0.0,0.0
0.5,log-uni-long,1,uni-heavy,1.0,1.0,1.0,1.0
0.4,uni-long,1,bimo-heavy,1.0,1.0,1.0,1.0
0.5,uni-short,1,uni-light,0.0,0.0,0.0,0.0
0.8,uni-short,1,uni-medium,0.0,0.0,0.0,0.0
0.30000000000000004,uni-short,1,exp-light,0.07407407407407403,0.07407407407407403,0.07407407407407403,0.07407407407407403
0.4,uni-moderate,1,bimo-heavy,0.8356164383561643,0.8310502283105021,0.8310502283105021,0.8310502283105021
0.9,log-uni-moderate,1,bimo-light,0.0,0.0,0.0,0.0
0.8,uni-long,1,exp-medium,0.4740932642487047,0.6398963730569951,0.6580310880829012,0.6580310880829012
0.7000000000000001,log-uni-long,1,exp-light,0.96,1.0,1.0,1.0
0.8,uni-long,1,bimo-medium,0.6010781671159031,0.7466307277628026,0.7547169811320757,0.7547169811320757
0.6,log-uni-moderate,1,bimo-medium,0.3631284916201119,0.3519553072625698,0.36033519553072624,0.36033519553072624
0.1,log-uni-moderate,1,uni-light,0.5916230366492146,0.5549738219895286,0.5549738219895286,0.5549738219895286
0.9,log-uni-short,1,bimo-medium,0.0,0.0,0.0,0.0
0.9,log-uni-long,1,uni-medium,0.0,0.009999999999999998,0.019999999999999997,0.019999999999999997
0.30000000000000004,uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.6,uni-short,1,uni-heavy,0.0,0.0,0.0,0.0
0.8,log-uni-moderate,1,exp-light,0.0,0.0,0.0,0.0
0.4,log-uni-short,1,bimo-medium,0.029999999999999995,0.019999999999999997,0.019999999999999997,0.019999999999999997
0.1,uni-moderate,1,exp-medium,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259
0.7000000000000001,log-uni-long,1,bimo-medium,0.9217391304347826,0.9565217391304348,0.9652173913043478,0.9652173913043478
0.2,uni-short,1,uni-medium,0.4342105263157895,0.4157894736842106,0.43157894736842106,0.43157894736842106
0.1,log-uni-short,1,bimo-heavy,0.2624584717607973,0.2624584717607973,0.2624584717607973,0.2624584717607973
0.4,log-uni-short,1,exp-medium,0.04999999999999998,0.039999999999999994,0.039999999999999994,0.039999999999999994
0.9,log-uni-short,1,exp-light,0.0,0.0,0.0,0.0
0.6,uni-moderate,1,exp-light,0.5890052356020947,0.5602094240837701,0.5628272251308901,0.5628272251308901
0.2,uni-short,1,exp-light,0.22509225092250923,0.18819188191881925,0.19188191881918826,0.19188191881918826
0.1,uni-short,1,exp-medium,0.4675324675324675,0.45454545454545453,0.45454545454545453,0.45454545454545453
0.4,uni-short,1,bimo-medium,0.22304832713754646,0.21561338289962823,0.21561338289962823,0.21561338289962823
0.30000000000000004,uni-short,1,bimo-medium,0.36312849162011157,0.3268156424581005,0.3268156424581005,0.3268156424581005
0.4,uni-short,1,bimo-light,0.10344827586206896,0.0896551724137931,0.09655172413793102,0.09655172413793102
0.5,uni-long,1,bimo-light,1.0,1.0,1.0,1.0
1.0,uni-moderate,1,exp-light,0.0,0.0,0.0,0.0
0.4,log-uni-moderate,1,exp-light,0.290625,0.2593750000000001,0.2593750000000001,0.2593750000000001
0.2,uni-short,1,exp-heavy,0.416445623342175,0.3819628647214854,0.40318302387267896,0.40318302387267896
0.1,log-uni-short,1,bimo-medium,0.2848101265822783,0.2848101265822783,0.2848101265822783,0.2848101265822783
0.9,uni-moderate,1,bimo-light,0.0,0.0,0.0,0.0
1.0,log-uni-moderate,1,uni-light,0.0,0.0,0.0,0.0
0.8,log-uni-short,1,exp-light,0.0,0.0,0.0,0.0
0.8,uni-short,1,uni-light,0.0,0.0,0.0,0.0
0.9,uni-short,1,uni-light,0.0,0.0,0.0,0.0
0.8,log-uni-long,1,exp-light,0.1818181818181817,0.35261707988980723,0.371900826446281,0.37465564738291995
0.5,uni-long,1,exp-light,1.0,1.0,1.0,1.0
0.6,uni-long,1,exp-medium,1.0,1.0,1.0,1.0
0.30000000000000004,log-uni-long,1,uni-light,1.0,1.0,1.0,1.0
0.2,uni-moderate,1,bimo-medium,0.9313725490196079,0.9313725490196079,0.9313725490196079,0.9313725490196079
0.2,uni-short,1,uni-light,0.07407407407407411,0.07407407407407411,0.07407407407407411,0.07407407407407411
0.5,uni-long,1,bimo-heavy,1.0,1.0,1.0,1.0
1.0,uni-moderate,1,exp-heavy,0.0,0.0,0.0,0.0
0.2,log-uni-short,1,uni-heavy,0.24028268551236753,0.2367491166077739,0.24028268551236753,0.24028268551236753
0.6,uni-short,1,exp-medium,0.0,0.0,0.0,0.0
0.5,log-uni-moderate,1,bimo-medium,0.43832020997375326,0.42782152230971127,0.4304461942257217,0.4304461942257217
0.7000000000000001,uni-long,1,uni-heavy,0.98,0.98,0.98,0.98
0.30000000000000004,uni-moderate,1,exp-medium,0.80078125,0.79296875,0.79296875,0.79296875
0.1,uni-moderate,1,exp-heavy,0.9217391304347826,0.9217391304347826,0.9217391304347826,0.9217391304347826
0.5,log-uni-short,1,uni-light,0.0,0.0,0.0,0.0
0.4,uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.1,log-uni-short,1,uni-heavy,0.3390804597701148,0.3390804597701148,0.3390804597701148,0.3390804597701148
0.8,log-uni-moderate,1,uni-light,0.0,0.0,0.0,0.0
0.9,log-uni-moderate,1,exp-medium,0.0,0.0,0.0,0.0
0.9,log-uni-short,1,uni-heavy,0.0,0.0,0.0,0.0
0.30000000000000004,log-uni-short,1,bimo-light,0.11038961038961038,0.10389610389610383,0.10389610389610383,0.10389610389610383
0.7000000000000001,uni-long,1,bimo-medium,0.98,1.0,1.0,1.0
0.9,uni-moderate,1,exp-heavy,0.0,0.0,0.0,0.0
0.5,log-uni-long,1,exp-heavy,1.0,1.0,1.0,1.0
0.5,log-uni-short,1,bimo-heavy,0.029999999999999995,0.05,0.05,0.05
0.5,uni-short,1,bimo-heavy,0.06956521739130435,0.0782608695652174,0.0782608695652174,0.0782608695652174
0.30000000000000004,log-uni-short,1,uni-medium,0.13333333333333333,0.11111111111111115,0.11111111111111115,0.11111111111111115
0.9,uni-long,1,bimo-heavy,0.08056872037914692,0.15639810426540282,0.16113744075829384,0.16113744075829384
0.4,log-uni-long,1,uni-light,1.0,1.0,1.0,1.0
0.5,log-uni-moderate,1,bimo-heavy,0.4597402597402599,0.4597402597402599,0.4597402597402599,0.4597402597402599
0.30000000000000004,log-uni-moderate,1,bimo-light,0.5842105263157892,0.5710526315789466,0.5736842105263166,0.5736842105263166
0.6,uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.2,uni-long,1,uni-heavy,1.0,1.0,1.0,1.0
0.2,log-uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.4,uni-moderate,1,uni-medium,0.7872340425531915,0.7624113475177305,0.7624113475177305,0.7624113475177305
0.8,log-uni-moderate,1,bimo-heavy,0.029999999999999995,0.05,0.05,0.05
0.2,log-uni-short,1,bimo-medium,0.2,0.188,0.2,0.2
0.1,log-uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.2,uni-short,1,bimo-heavy,0.5167958656330748,0.5012919896640826,0.5142118863049097,0.5142118863049097
0.2,uni-short,1,uni-heavy,0.503875968992248,0.47803617571059426,0.5064599483204134,0.5064599483204134
0.9,log-uni-short,1,uni-light,0.0,0.0,0.0,0.0
1.0,log-uni-short,1,exp-medium,0.0,0.0,0.0,0.0
0.8,log-uni-moderate,1,exp-medium,0.029999999999999995,0.029999999999999995,0.029999999999999995,0.029999999999999995
0.7000000000000001,uni-long,1,bimo-light,0.97,0.99,0.99,0.99
0.7000000000000001,log-uni-short,1,uni-light,0.0,0.0,0.0,0.0
0.4,log-uni-long,1,exp-light,1.0,1.0,1.0,1.0
0.8,uni-long,1,uni-light,0.0,0.039999999999999994,0.039999999999999994,0.039999999999999994
0.4,log-uni-moderate,1,uni-light,0.17117117117117114,0.1306306306306308,0.1306306306306308,0.1306306306306308
0.9,log-uni-long,1,bimo-medium,0.009999999999999998,0.019999999999999997,0.05999999999999999,0.05999999999999999
0.30000000000000004,uni-long,1,bimo-heavy,1.0,1.0,1.0,1.0
0.30000000000000004,uni-moderate,1,exp-light,0.7308868501529049,0.697247706422018,0.7003058103975531,0.7003058103975531
1.0,uni-moderate,1,uni-medium,0.0,0.0,0.0,0.0
0.6,log-uni-moderate,1,uni-heavy,0.4274406332453827,0.42216358839050144,0.424802110817942,0.4274406332453827
0.9,log-uni-short,1,uni-medium,0.0,0.0,0.0,0.0
0.8,uni-long,1,uni-medium,0.41818181818181815,0.5350649350649352,0.5480519480519478,0.5480519480519478
0.5,log-uni-moderate,1,exp-light,0.2482758620689655,0.22413793103448276,0.22413793103448276,0.22413793103448276
1.0,log-uni-moderate,1,bimo-light,0.0,0.0,0.0,0.0
0.8,uni-long,1,uni-heavy,0.7689530685920576,0.851985559566787,0.8592057761732852,0.8592057761732852
0.8,log-uni-short,1,uni-heavy,0.0,0.0,0.0,0.0
0.2,log-uni-moderate,1,exp-light,0.48320413436692505,0.45994832041343664,0.45994832041343664,0.45994832041343664
0.30000000000000004,uni-moderate,1,bimo-heavy,0.9012345679012346,0.8827160493827161,0.8827160493827161,0.8827160493827161
0.9,uni-short,1,exp-heavy,0.0,0.0,0.0,0.0
0.8,log-uni-moderate,1,bimo-medium,0.029999999999999975,0.03999999999999998,0.03999999999999998,0.03999999999999998
0.4,uni-short,1,exp-heavy,0.20238095238095236,0.18253968253968256,0.18253968253968256,0.18253968253968256
0.4,uni-short,1,exp-medium,0.0916030534351145,0.07633587786259542,0.07633587786259542,0.07633587786259542
0.6,log-uni-moderate,1,exp-medium,0.23214285714285715,0.23214285714285693,0.23571428571428552,0.23571428571428552
0.5,uni-long,1,bimo-medium,1.0,1.0,1.0,1.0
1.0,uni-long,1,exp-light,0.0,0.0,0.0,0.0
0.8,log-uni-long,1,uni-light,0.009803921568627449,0.049019607843137254,0.06862745098039216,0.06862745098039216
0.7000000000000001,log-uni-moderate,1,exp-medium,0.10126582278481026,0.11392405063291139,0.11392405063291139,0.11392405063291139
0.30000000000000004,uni-long,1,uni-light,1.0,1.0,1.0,1.0
0.2,uni-long,1,exp-heavy,1.0,1.0,1.0,1.0
0.7000000000000001,uni-moderate,1,exp-medium,0.2811594202898552,0.32463768115942043,0.3304347826086952,0.3333333333333331
0.4,log-uni-moderate,1,uni-medium,0.4464751958224543,0.4334203655352481,0.4334203655352481,0.4334203655352481
0.6,log-uni-long,1,uni-light,1.0,1.0,1.0,1.0
0.5,uni-moderate,1,bimo-heavy,0.8031496062992126,0.7952755905511811,0.7952755905511811,0.7952755905511811
1.0,log-uni-long,1,uni-heavy,0.0,0.0,0.0,0.0
0.9,uni-long,1,exp-light,0.0,0.0,0.0,0.0
0.6,log-uni-short,1,uni-medium,0.0,0.0,0.0,0.0
0.5,log-uni-short,1,exp-heavy,0.019999999999999997,0.029999999999999975,0.029999999999999975,0.029999999999999975
0.8,uni-moderate,1,exp-heavy,0.029999999999999995,0.029999999999999995,0.039999999999999994,0.039999999999999994
1.0,log-uni-moderate,1,bimo-medium,0.0,0.0,0.0,0.0
0.1,uni-moderate,1,uni-heavy,0.9217391304347826,0.9217391304347826,0.9217391304347826,0.9217391304347826
0.4,log-uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.4,log-uni-moderate,1,bimo-medium,0.5271317829457367,0.5064599483204134,0.5064599483204134,0.5064599483204134
0.6,uni-moderate,1,bimo-medium,0.6298342541436457,0.62707182320442,0.6353591160220995,0.6353591160220995
0.5,uni-short,1,bimo-medium,0.039999999999999994,0.019999999999999997,0.019999999999999997,0.019999999999999997
0.6,log-uni-moderate,1,exp-light,0.12716763005780354,0.1098265895953757,0.1098265895953757,0.1098265895953757
0.9,uni-moderate,1,exp-medium,0.0,0.0,0.0,0.0
0.6,log-uni-short,1,bimo-light,0.0,0.0,0.0,0.0
0.5,uni-long,1,exp-heavy,1.0,1.0,1.0,1.0
0.4,uni-long,1,bimo-light,1.0,1.0,1.0,1.0
0.8,uni-short,1,bimo-light,0.0,0.0,0.0,0.0
1.0,uni-moderate,1,bimo-light,0.0,0.0,0.0,0.0
0.4,uni-long,1,exp-medium,1.0,1.0,1.0,1.0
0.1,uni-moderate,1,bimo-light,0.9126984126984127,0.9126984126984127,0.9126984126984127,0.9126984126984127
0.2,uni-long,1,bimo-light,1.0,1.0,1.0,1.0
0.9,uni-long,1,bimo-light,0.041666666666666664,0.075,0.08333333333333333,0.08333333333333333
1.0,uni-moderate,1,uni-light,0.0,0.0,0.0,0.0
0.8,uni-moderate,1,exp-medium,0.009999999999999998,0.039999999999999994,0.039999999999999994,0.039999999999999994
1.0,log-uni-long,1,bimo-medium,0.0,0.0,0.0,0.0
1.0,uni-long,1,uni-medium,0.0,0.0,0.0,0.0
0.6,log-uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.6,uni-long,1,bimo-light,1.0,1.0,1.0,1.0
0.4,log-uni-short,1,uni-medium,0.029999999999999995,0.029999999999999995,0.029999999999999995,0.029999999999999995
0.2,log-uni-long,1,exp-medium,1.0,1.0,1.0,1.0
0.4,uni-long,1,bimo-medium,1.0,1.0,1.0,1.0
0.5,uni-moderate,1,exp-heavy,0.7344262295081969,0.7311475409836067,0.7311475409836067,0.7311475409836067
0.2,uni-moderate,1,bimo-heavy,0.9025974025974026,0.8896103896103896,0.9025974025974026,0.9025974025974026
0.6,log-uni-long,1,bimo-light,1.0,1.0,1.0,1.0
0.5,log-uni-long,1,uni-medium,1.0,1.0,1.0,1.0
0.8,log-uni-long,1,uni-medium,0.3359173126614987,0.4883720930232558,0.5012919896640828,0.5012919896640828
0.30000000000000004,uni-short,1,exp-heavy,0.2928348909657322,0.264797507788162,0.26791277258566976,0.26791277258566976
0.2,log-uni-short,1,uni-light,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.009999999999999998
0.2,log-uni-short,1,exp-heavy,0.15000000000000002,0.14500000000000007,0.14500000000000007,0.14500000000000007
0.8,log-uni-long,1,bimo-light,0.45169712793733713,0.5796344647519572,0.5926892950391645,0.5926892950391645
1.0,uni-moderate,1,bimo-medium,0.0,0.0,0.0,0.0
1.0,uni-moderate,1,exp-medium,0.0,0.0,0.0,0.0
0.2,uni-moderate,1,uni-light,0.8052434456928838,0.7790262172284644,0.7790262172284644,0.7790262172284644
0.5,log-uni-short,1,exp-medium,0.0,0.0,0.0,0.0
0.6,log-uni-short,1,uni-heavy,0.0,0.0,0.0,0.0
0.7000000000000001,log-uni-short,1,exp-heavy,0.0,0.0,0.0,0.0
0.6,uni-moderate,1,bimo-heavy,0.6253443526170801,0.630853994490358,0.6336088154269973,0.6336088154269973
0.5,log-uni-long,1,bimo-heavy,1.0,1.0,1.0,1.0
0.2,log-uni-long,1,exp-heavy,1.0,1.0,1.0,1.0
0.1,uni-long,1,exp-light,1.0,1.0,1.0,1.0
1.0,uni-long,1,bimo-medium,0.0,0.0,0.0,0.0
0.2,uni-moderate,1,uni-medium,0.8941176470588236,0.876470588235294,0.8823529411764706,0.8823529411764706
0.1,uni-moderate,1,uni-medium,0.95,0.95,0.95,0.95
0.2,log-uni-short,1,bimo-heavy,0.22097378277153562,0.22097378277153562,0.22097378277153562,0.22097378277153562
0.5,uni-long,1,exp-medium,1.0,1.0,1.0,1.0
1.0,uni-long,1,uni-heavy,0.0,0.0,0.0,0.0
0.30000000000000004,uni-moderate,1,bimo-light,0.860824742268041,0.8556701030927834,0.8556701030927834,0.8556701030927834
0.1,log-uni-long,1,bimo-medium,1.0,1.0,1.0,1.0
0.9,log-uni-moderate,1,exp-light,0.0,0.0,0.0,0.0
0.30000000000000004,log-uni-moderate,1,exp-heavy,0.5941644562334215,0.5809018567639262,0.5809018567639262,0.5809018567639262
0.2,log-uni-short,1,bimo-light,0.21590909090909094,0.21212121212121215,0.21590909090909094,0.21590909090909094
0.6,uni-short,1,exp-light,0.0,0.0,0.0,0.0
0.5,log-uni-moderate,1,bimo-light,0.43157894736842095,0.4078947368421054,0.4078947368421054,0.4078947368421054
0.8,log-uni-short,1,exp-heavy,0.0,0.0,0.0,0.0
0.30000000000000004,uni-long,1,exp-heavy,1.0,1.0,1.0,1.0
0.2,log-uni-moderate,1,bimo-heavy,0.6873156342182881,0.6784660766961657,0.6814159292035394,0.6814159292035394
0.30000000000000004,log-uni-long,1,bimo-heavy,1.0,1.0,1.0,1.0
0.30000000000000004,uni-long,1,bimo-medium,1.0,1.0,1.0,1.0
0.7000000000000001,log-uni-moderate,1,exp-heavy,0.20238095238095247,0.20238095238095247,0.20238095238095247,0.20238095238095247
0.5,uni-short,1,bimo-light,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.009999999999999998
0.30000000000000004,log-uni-short,1,bimo-medium,0.15,0.1400000000000001,0.1400000000000001,0.1400000000000001
0.2,uni-long,1,exp-medium,1.0,1.0,1.0,1.0
1.0,uni-long,1,bimo-light,0.0,0.0,0.0,0.0
0.6,uni-long,1,bimo-heavy,1.0,1.0,1.0,1.0
0.9,uni-moderate,1,bimo-medium,0.0,0.0,0.0,0.0
0.8,uni-long,1,exp-heavy,0.532467532467532,0.6909090909090913,0.7038961038961039,0.7064935064935064
0.1,log-uni-long,1,exp-heavy,1.0,1.0,1.0,1.0
0.5,uni-long,1,uni-heavy,1.0,1.0,1.0,1.0
0.7000000000000001,log-uni-long,1,exp-heavy,0.8896103896103896,0.9415584415584416,0.9415584415584416,0.9415584415584416
0.1,uni-short,1,bimo-light,0.4689119170984456,0.4689119170984456,0.4689119170984456,0.4689119170984456
0.7000000000000001,uni-moderate,1,bimo-medium,0.4057591623036648,0.4293193717277487,0.4397905759162304,0.4397905759162304
0.2,log-uni-long,1,bimo-light,1.0,1.0,1.0,1.0
0.1,log-uni-short,1,uni-medium,0.3294460641399416,0.3294460641399416,0.3294460641399416,0.3294460641399416
0.8,uni-long,1,bimo-light,0.511627906976744,0.625322997416021,0.6330749354005162,0.6330749354005162
0.2,log-uni-short,1,uni-medium,0.16666666666666674,0.16203703703703717,0.16666666666666674,0.16666666666666674
0.1,uni-short,1,bimo-medium,0.5549738219895288,0.5549738219895288,0.5549738219895288,0.5549738219895288
0.5,log-uni-moderate,1,uni-heavy,0.5322997416020671,0.51937984496124,0.51937984496124,0.51937984496124
0.5,log-uni-moderate,1,exp-heavy,0.39295392953929537,0.3766937669376692,0.3766937669376692,0.3766937669376692
0.7000000000000001,log-uni-moderate,1,uni-medium,0.1038961038961039,0.11038961038961045,0.11038961038961045,0.11038961038961045
0.2,log-uni-moderate,1,uni-heavy,0.7328990228013027,0.729641693811075,0.7328990228013027,0.7328990228013027
0.30000000000000004,uni-long,1,exp-medium,1.0,1.0,1.0,1.0
0.7000000000000001,log-uni-long,1,uni-heavy,0.9313725490196079,0.9411764705882353,0.9509803921568627,0.9509803921568627
0.7000000000000001,log-uni-moderate,1,bimo-light,0.09929078014184398,0.09219858156028368,0.09219858156028368,0.09219858156028368
0.4,log-uni-moderate,1,exp-medium,0.4315789473684209,0.41315789473684206,0.41315789473684206,0.41315789473684206
0.2,uni-short,1,exp-medium,0.3313953488372095,0.302325581395349,0.322674418604651,0.322674418604651
0.8,uni-short,1,uni-heavy,0.0,0.0,0.0,0.0
0.8,log-uni-moderate,1,exp-heavy,0.0,0.019999999999999997,0.019999999999999997,0.019999999999999997
0.6,uni-long,1,uni-heavy,0.99,1.0,1.0,1.0
0.30000000000000004,log-uni-short,1,exp-light,0.0,0.0,0.0,0.0
0.9,log-uni-moderate,1,bimo-heavy,0.0,0.0,0.0,0.0
0.9,log-uni-moderate,1,uni-medium,0.0,0.0,0.0,0.0
0.6,log-uni-moderate,1,bimo-light,0.28840125391849564,0.26332288401253956,0.2664576802507836,0.2664576802507836
0.7000000000000001,uni-long,1,uni-light,0.8527918781725887,0.9796954314720813,0.9847715736040609,0.9847715736040609
0.8,uni-moderate,1,uni-light,0.0,0.0,0.0,0.0
0.4,uni-moderate,1,uni-light,0.5942408376963354,0.5549738219895284,0.5549738219895284,0.5549738219895284
